word,emotion,intensity,polarity
火烧旗杆－长叹,NB,3.0,0.0
黄蜂叮屁股－有痛说不出口,NB,3.0,0.0
百口难辨,NE,7.0,0.0
吓人,NC,3.0,2.0
不寒而栗,NC,5.0,0.0
提心吊胆,NC,5.0,0.0
心惊胆战,NC,7.0,0.0
惧色,NC,3.0,0.0
老鼠偷猫饭－心惊肉跳,NC,7.0,0.0
局天蹐地,NC,3.0,2.0
视为畏途,NC,3.0,2.0
霸占,ND,5.0,2.0
背信弃义,NN,5.0,2.0
豺狼,ND,5.0,2.0
丑态,ND,3.0,2.0
钩心斗角,ND,3.0,2.0
祸国殃民,ND,7.0,2.0
歹徒,ND,7.0,2.0
独裁,ND,7.0,2.0
负隅顽抗,ND,5.0,2.0
老巢,ND,3.0,2.0
流言蜚语,ND,1.0,2.0
狞笑,ND,5.0,2.0
作呕,ND,5.0,2.0
盘踞,ND,5.0,2.0
敌对,ND,5.0,2.0
敲骨吸髓,ND,9.0,2.0
耻辱,NG,7.0,2.0
骄慢,NN,3.0,2.0
杀气腾腾,NC,5.0,2.0
逃窜,ND,3.0,2.0
歪门邪道,NN,5.0,2.0
为非作歹,ND,5.0,2.0
文痞,ND,3.0,2.0
舞弊,NN,5.0,2.0
野蛮,NN,5.0,2.0
狰狞,NN,7.0,2.0
罪孽深重,NN,7.0,2.0
小瞧,ND,1.0,2.0
卑俗,ND,5.0,2.0
浮滑,NN,3.0,2.0
可恨,ND,3.0,2.0
摧残,NN,5.0,2.0
厚脸皮,NN,1.0,2.0
苍蝇药不死人－恶心,ND,7.0,2.0
无耻之尤,ND,9.0,2.0
食肉寝皮,ND,9.0,2.0
"老鼠过街,人人喊打",ND,5.0,2.0
疾首蹙额,ND,7.0,2.0
丧家之犬,ND,7.0,2.0
视若草芥,ND,7.0,2.0
杂种,ND,7.0,2.0
外遇,ND,5.0,2.0
挖苦,ND,1.0,2.0
狗东西,ND,7.0,2.0
地头蛇,ND,5.0,2.0
佞人,ND,5.0,2.0
母夜叉,ND,5.0,2.0
诬蔑,ND,5.0,2.0
哭闹,NE,3.0,2.0
繁难,NE,3.0,0.0
白区,NC,1.0,2.0
藏奸,ND,5.0,2.0
苦闷,NE,5.0,0.0
憋闷,NE,7.0,2.0
担心,NE,1.0,0.0
烦心,NE,3.0,0.0
迷茫,NE,3.0,2.0
无精打采,NE,3.0,0.0
愁容,NE,1.0,0.0
惆怅,NE,1.0,0.0
败兴,NE,1.0,2.0
容忍,NE,3.0,0.0
暴躁,NE,5.0,2.0
焦渴,NE,5.0,0.0
骑虎难下,NE,5.0,0.0
疑虑,NE,1.0,0.0
窝憋,NE,7.0,0.0
乏力,NE,1.0,0.0
不辞而别,NN,3.0,2.0
郁郁不得志,NE,7.0,2.0
忧心如捣,NE,7.0,2.0
忧国如家,PH,7.0,1.0
贫困,NE,5.0,0.0
不知所云,NE,5.0,2.0
惘然若失,NE,5.0,2.0
不问不界,NE,1.0,0.0
酷热,NE,3.0,2.0
削足适履,NN,7.0,2.0
费劲,NE,1.0,0.0
败笔,NN,3.0,2.0
羞涩,NG,3.0,0.0
困窘,NE,5.0,0.0
惨怛,NC,3.0,0.0
后悔,NH,3.0,0.0
汗颜无地,NH,9.0,0.0
后悔无及,NH,9.0,0.0
恐慌,NC,7.0,0.0
心急,NI,3.0,0.0
怯场,NG,3.0,0.0
头脑发热,NN,3.0,2.0
心急如焚,NE,9.0,0.0
仓皇,NI,5.0,0.0
卧不安席,NE,9.0,2.0
脚板上长草－慌了脚,NI,3.0,0.0
小媳妇见了恶婆婆－心里直扑腾,NI,3.0,0.0
失魂落魄,NI,9.0,0.0
急来抱佛脚,NI,3.0,2.0
五内如焚,NE,9.0,2.0
失望,NJ,5.0,0.0
缺憾,NJ,3.0,0.0
自馁,NJ,3.0,0.0
一场空,NJ,5.0,0.0
难于登天,NE,5.0,0.0
不遂,NJ,5.0,2.0
醋心,NK,1.0,2.0
红眼病,NK,5.0,2.0
半信半疑,NL,3.0,0.0
疑神疑鬼,NL,9.0,2.0
犯嘀咕,NL,5.0,0.0
八面圆通,NN,3.0,2.0
笨拙,NN,5.0,2.0
不择手段,NN,7.0,2.0
陈腐,NN,7.0,2.0
不怀好意,NN,5.0,2.0
野心,NN,1.0,0.0
一暴十寒,NN,5.0,2.0
人丁兴旺,PH,5.0,1.0
大有年,PA,7.0,1.0
海晏河清,PH,5.0,1.0
民殷国富,PH,5.0,1.0
唐虞之治,PH,5.0,1.0
地狱变相,NN,5.0,2.0
人间地狱,NN,5.0,2.0
拨乱反正,PH,5.0,1.0
除邪去害,PH,3.0,1.0
法不阿贵,PH,7.0,1.0
匣里龙吟,PK,5.0,0.0
一树百获,PH,7.0,1.0
黜陟幽明,PH,3.0,1.0
举错得当,PH,3.0,1.0
千金买骏骨,PH,3.0,1.0
思贤如渴,PH,5.0,1.0
百里之才,NN,1.0,2.0
扶危持倾,PH,7.0,1.0
国家栋梁,PH,7.0,1.0
满腹经纶,PH,5.0,1.0
不私其利,PH,7.0,1.0
洗手奉职,PH,7.0,1.0
欺公误国,NN,9.0,2.0
卖官鬻爵,NN,9.0,2.0
中饱私囊,NN,9.0,2.0
乘伪行诈,NN,7.0,2.0
一己之私,NN,7.0,2.0
高义薄云,PH,9.0,1.0
义无反顾,PH,7.0,1.0
扶危拯溺,PH,7.0,1.0
抱柱之信,PH,7.0,1.0
言必行，行必果,PH,9.0,1.0
口血未干,NN,7.0,2.0
菲食薄衣,PH,3.0,1.0
谨行俭用,PH,7.0,1.0
细水长流,PH,3.0,1.0
结驷联骑,NN,9.0,2.0
食日万钱,NN,7.0,2.0
别出心裁,PH,5.0,1.0
前无古人,PH,9.0,1.0
大开方便之门,NN,3.0,2.0
一帆风顺,PE,5.0,1.0
朽索驭马,NC,7.0,0.0
鱼游釜中,NC,5.0,0.0
坚心守志,PH,3.0,1.0
矢志不移,PH,7.0,1.0
兵来将挡，水来土掩,PG,3.0,0.0
对症下药,PH,3.0,1.0
因事制宜,PH,5.0,1.0
苦海茫茫,NB,5.0,0.0
加油加醋,NN,3.0,2.0
自吹自擂,NN,3.0,2.0
虎狼之穴,NC,1.0,0.0
洞中肯綮,PH,7.0,1.0
参差不齐,NN,5.0,2.0
判若两人,NN,3.0,0.0
天上人间,PA,3.0,0.0
众寡悬殊,NE,5.0,2.0
事有必至，理有固然,PG,9.0,1.0
相视而笑,PE,3.0,1.0
万全之策,PH,5.0,1.0
栈山航海,PH,3.0,1.0
蹈其覆辙,NN,3.0,2.0
举措失当,NN,3.0,2.0
将伯之助,PA,3.0,1.0
雪中送炭,PH,7.0,1.0
鬼设神施,PH,5.0,1.0
熟能生巧,PH,5.0,1.0
三曹对案,PE,1.0,0.0
真凭实据,PG,3.0,0.0
责有攸归,NN,1.0,0.0
逢凶化吉,PE,7.0,1.0
万象更新,PH,7.0,1.0
朝更暮改,NN,7.0,2.0
否极泰来,PA,7.0,1.0
志气凌云,PH,3.0,1.0
雷霆万钧,PH,5.0,1.0
直言尽意,PH,1.0,1.0
避重就轻,NN,3.0,2.0
杀鸡饮黍,PH,1.0,1.0
美中不足,NJ,3.0,2.0
柔心弱骨,PH,1.0,1.0
少年老成,PH,3.0,1.0
甘之若素,PH,3.0,1.0
唾面自干,NN,5.0,2.0
深闭固拒,NN,5.0,2.0
一狐之腋,PH,5.0,1.0
遗老遗少,NN,5.0,2.0
先入之见,NN,1.0,2.0
不识时变,NN,3.0,2.0
眼花缭乱,PB,3.0,0.0
人穷志短,NN,3.0,2.0
公诸同好,PH,1.0,1.0
赏不遗贱,PH,5.0,1.0
门当户对,PH,3.0,1.0
光宗耀祖,PH,7.0,1.0
珠泪偷弹,NB,5.0,0.0
书香门第,PH,5.0,1.0
甲第连云,PH,3.0,1.0
累块积苏,NN,1.0,2.0
穷阎漏屋,NN,1.0,2.0
方外之士,PH,3.0,1.0
耳根清静,PE,1.0,0.0
池鱼之祸,NB,7.0,2.0
浪迹浮踪,NN,1.0,2.0
亘古未有,PC,9.0,1.0
形锁骨立,NN,5.0,2.0
不省人事,NN,3.0,0.0
癣疥之疾,NN,3.0,0.0
山颓木坏,NN,3.0,0.0
兰摧玉折,NB,7.0,0.0
顾影自怜,NB,7.0,2.0
绳其祖武,PE,5.0,0.0
驰名当世,PH,7.0,1.0
留芳万古,PH,9.0,1.0
青史留名,PH,9.0,1.0
谈笑而道,PH,5.0,1.0
辩才无碍,PH,1.0,1.0
披沙拣金,PH,1.0,1.0
胡言乱语,NN,5.0,2.0
言不及义,NN,3.0,2.0
大而化之,PH,1.0,1.0
口惠而实不至,NN,5.0,2.0
凿空之论,NN,5.0,2.0
嘟嘟囔囔,NN,3.0,2.0
妄言妄听,NN,7.0,2.0
弟子孩儿,ND,3.0,2.0
出言不逊,NN,5.0,2.0
冥思苦索,NE,3.0,0.0
告往知来,PH,5.0,1.0
推己及人,PH,3.0,1.0
铭记镂骨,PH,7.0,1.0
了了可见,PH,3.0,1.0
一望而知,PG,3.0,1.0
如醉方醒,PA,1.0,0.0
反听内视,PH,3.0,1.0
自知之明,PH,3.0,1.0
多端寡要,NN,3.0,2.0
浮生若梦,NN,5.0,2.0
寄人篱下,NB,3.0,2.0
欺大压小,NN,5.0,2.0
倚财仗势,NN,5.0,2.0
饱食终日,NN,3.0,2.0
衣来伸手，饭来张口,NN,3.0,2.0
上之所好，下必甚焉,NN,5.0,2.0
旱魃为虐,NC,3.0,2.0
泼天大祸,NC,7.0,2.0
凶年恶岁,ND,3.0,2.0
丰衣足食,PA,5.0,1.0
风清月皎,PH,5.0,1.0
不名一钱,NB,1.0,2.0
琼楼玉宇,PH,5.0,1.0
饥寒交迫,NB,3.0,2.0
附膻逐腥,ND,3.0,2.0
樵苏不爨,NB,3.0,2.0
趋炎附势,ND,7.0,2.0
少吃无穿,NB,3.0,2.0
赤舌烧城,NN,5.0,2.0
向壁虚造,NN,5.0,2.0
两头白面,NN,3.0,2.0
朝齑暮盐,NB,3.0,0.0
酒池肉林,NN,9.0,2.0
始乱终弃,NN,9.0,2.0
草薙禽狝,ND,7.0,2.0
焚书坑儒,NN,7.0,2.0
荼毒生灵,NN,9.0,2.0
置之死地而后快,ND,5.0,2.0
钢打铁铸,PH,3.0,1.0
两全其美,PA,3.0,1.0
听天任命,NN,5.0,2.0
金城石室,PH,3.0,1.0
听人穿鼻,NN,5.0,2.0
兵戎相见,NE,1.0,0.0
观望不前,NN,5.0,2.0
依违两可,NN,3.0,2.0
低眉折腰,NN,3.0,2.0
俯仰由人,NN,3.0,2.0
召之即来，挥之即去,NN,5.0,2.0
知法犯法,NN,3.0,2.0
一文如命,NN,7.0,2.0
替罪羊,ND,3.0,2.0
日月重光,PE,5.0,1.0
装聋作哑,NN,3.0,2.0
仗气使酒,NN,3.0,2.0
推波助澜,ND,3.0,2.0
风云变态,PH,3.0,1.0
招权纳贿,NN,5.0,2.0
咄嗟立办,PH,3.0,1.0
屏气慑息,NC,3.0,0.0
目迷五色,NE,3.0,2.0
初写黄庭,PH,3.0,1.0
颠倒是非,NN,7.0,2.0
舍本逐末,NN,7.0,2.0
格格不入,NN,3.0,2.0
项背相望,NE,5.0,2.0
故技重施,ND,3.0,2.0
东窗事发,NC,7.0,2.0
欲盖弥彰,NN,5.0,2.0
转败为功,PE,3.0,1.0
暮虢朝虞,NB,7.0,2.0
大敌当前,NI,3.0,0.0
自相残害,NN,7.0,2.0
前挽后推,NN,5.0,2.0
顺水人情,NN,1.0,2.0
欺人太甚,NN,7.0,2.0
肆言如狂,NN,5.0,2.0
横冲直撞,NN,5.0,2.0
含垢纳污,NN,7.0,2.0
伴食宰相,NN,5.0,2.0
夹枪带棒,NN,3.0,2.0
之乎者也,NN,3.0,2.0
狐朋狗党,ND,5.0,2.0
任达不拘,NN,3.0,0.0
惹祸招愆,NN,5.0,2.0
招风揽火,NN,5.0,2.0
沸反盈天,NN,7.0,2.0
委过于人,NN,5.0,2.0
独行其是,NN,5.0,2.0
殚思极虑,PH,7.0,1.0
草草了事,NN,5.0,2.0
私相授受,NN,5.0,2.0
狂奴故态,NN,7.0,2.0
春山如笑,PB,7.0,1.0
千红万紫,PB,9.0,1.0
秋高气爽,PB,5.0,1.0
形胜之地,PB,5.0,1.0
琪华瑶草,PB,5.0,1.0
良辰美景,PB,9.0,1.0
光彩射人,PH,5.0,1.0
披毛索厣,NN,7.0,2.0
仗马寒蝉,NC,5.0,2.0
狗急跳墙,NN,5.0,2.0
盘马弯弓,ND,5.0,2.0
算无遗策,PH,5.0,1.0
武艺超群,PH,5.0,1.0
左宜右有,PH,5.0,1.0
才识过人,PH,1.0,1.0
加人一筹,PH,7.0,1.0
龙跃凤鸣,PH,9.0,1.0
被褐怀玉,PH,5.0,1.0
日试万言,PH,7.0,1.0
无出其右,PH,9.0,1.0
锥处囊中,PH,5.0,1.0
大含细入,PH,7.0,1.0
管窥筐举,NN,5.0,2.0
食而不化,NN,7.0,2.0
井中视星,NN,3.0,2.0
报本返始,PH,9.0,1.0
春风雨露,PB,7.0,1.0
大德不酬,PH,7.0,1.0
百世师,PH,9.0,1.0
明见万里,PH,7.0,1.0
有脚阳春,PH,7.0,1.0
眼高手低,NN,3.0,2.0
土龙刍狗,NN,5.0,2.0
银样镴枪头,NN,5.0,2.0
脚高步低,NN,3.0,2.0
两相情愿,PA,3.0,1.0
耳热酒酣,PA,3.0,1.0
同窗好友,PB,3.0,1.0
不虞之誉,PC,3.0,0.0
开山祖师,PD,7.0,1.0
再生之德,PD,7.0,1.0
太公钓鱼，愿者上钩,PE,5.0,1.0
见可而进,PG,1.0,1.0
指挥若定,PG,9.0,1.0
情有可原,PG,1.0,1.0
故剑情深,PH,3.0,1.0
风靡一时,PH,7.0,1.0
蒸蒸日上,PH,9.0,1.0
功盖天地,PH,9.0,1.0
跛鳖千里,PH,5.0,1.0
鸡鸣而起,PH,5.0,1.0
闻鸡起舞,PH,5.0,1.0
坐以待旦,PH,5.0,1.0
明察暗访,PH,3.0,1.0
妙手回春,PH,5.0,1.0
啸聚山林,PH,1.0,1.0
对答如流,PH,3.0,1.0
后起之秀,PH,3.0,1.0
善贾而沽,PH,3.0,1.0
耸壑昂霄,PH,1.0,1.0
下笔千言,PH,3.0,1.0
磨厉以须,PH,3.0,1.0
不拘形迹,PH,3.0,1.0
翩翩少年,PH,3.0,1.0
一表人才,PH,5.0,1.0
面如满月,PH,3.0,1.0
须髯如戟,PH,3.0,1.0
林下风气,PH,3.0,1.0
须眉皓然,PH,3.0,1.0
知恩必报,PH,5.0,1.0
偶俱无猜,PH,3.0,1.0
危言谠论,PH,5.0,1.0
直节劲气,PH,5.0,1.0
白手起家,PH,3.0,1.0
开天辟地,PH,9.0,1.0
待势乘时,PH,3.0,1.0
大气磅礴,PH,9.0,1.0
犯而不较,PH,3.0,1.0
蒲鞭示辱,PH,3.0,1.0
以直报怨,PH,5.0,1.0
怯防勇战,PH,5.0,1.0
先声后实,PH,1.0,0.0
百战不殆,PH,3.0,1.0
坚甲利兵,PH,5.0,1.0
师值为壮,PH,3.0,1.0
雄赳赳，气昂昂,PH,1.0,1.0
能征惯战,PH,3.0,1.0
囊萤映雪,PH,3.0,1.0
悬梁刺股,PH,3.0,1.0
凿壁偷光,PH,3.0,1.0
孟母三迁,PH,3.0,1.0
改过自新,PH,5.0,1.0
洗心自新,PH,5.0,1.0
奇装异服,NN,3.0,2.0
阿尊事贵,ND,5.0,2.0
耿耿于怀,ND,3.0,2.0
肥头大耳,ND,5.0,2.0
蓬头历齿,NB,3.0,2.0
龙蟠凤逸,NJ,5.0,2.0
功亏一篑,NJ,7.0,2.0
兵败将亡,NJ,5.0,2.0
片甲不存,NJ,5.0,2.0
一之谓甚,NN,5.0,2.0
衣架饭囊,NN,5.0,2.0
不务正业,NN,5.0,2.0
朽木粪土,NN,5.0,2.0
何所不为,NN,5.0,2.0
妖魔鬼怪,ND,5.0,2.0
顺手牵羊,NN,3.0,2.0
毕其功于一役,NN,3.0,2.0
断鹤续凫,NN,3.0,2.0
泼油救火,NN,5.0,2.0
缘木求鱼,NN,5.0,2.0
蔽美扬恶,NN,7.0,2.0
浑然无知,NN,3.0,2.0
目挑心招,NN,3.0,2.0
承颜候色,NN,5.0,2.0
一败涂地,NJ,7.0,2.0
末学肤受,NN,3.0,2.0
一叶蔽目,NN,5.0,2.0
掩目捕雀,NN,3.0,2.0
好肉剜疮,NN,5.0,2.0
以指浇沸,NN,5.0,2.0
自讨苦吃,NN,5.0,2.0
藏龙卧虎,PH,5.0,1.0
兰因絮果,NJ,5.0,2.0
打情骂俏,NN,3.0,2.0
牛头不对马嘴,NN,5.0,2.0
刀头舔蜜,NN,5.0,2.0
学步邯郸,NN,3.0,2.0
饾饤堆砌,NN,3.0,2.0
三生有幸,PA,3.0,0.0
同心合意,PH,3.0,1.0
金兰契友,PB,1.0,0.0
声气相投,PB,1.0,0.0
至亲好友,PB,1.0,0.0
平地风波,PC,3.0,0.0
措手不及,PC,5.0,0.0
交疏吐诚,PH,3.0,1.0
褒衣博带,PD,1.0,0.0
刀枪入库，马放南山,PE,3.0,1.0
默默无闻,PH,1.0,0.0
眉眼高低,NN,1.0,0.0
天高地厚,PH,9.0,1.0
心折首肯,PD,7.0,0.0
元方季方,PH,3.0,1.0
才子佳人,PH,3.0,1.0
耳闻是虚，眼见是实,PG,1.0,0.0
亲临其境,PH,1.0,0.0
知鱼之乐,PH,1.0,0.0
丁一卯二,PH,3.0,1.0
遏恶扬善,PH,3.0,1.0
战胜攻取,PH,1.0,0.0
皓首穷经,PH,3.0,1.0
闳中肆外,PH,1.0,1.0
附庸风雅,NN,5.0,2.0
行浊言清,NN,9.0,2.0
蹈刃不旋,PH,7.0,1.0
杀身成仁,PH,9.0,1.0
有进无退,PH,7.0,1.0
披心沥血,PH,9.0,1.0
分甘共苦,PH,5.0,1.0
冬温夏清,PH,5.0,1.0
奉为楷模,PD,9.0,1.0
敬上爱下,PD,7.0,1.0
众星捧月,PB,7.0,1.0
卑之无甚高论,NN,1.0,0.0
德薄才疏,NN,5.0,2.0
见笑大方,NN,5.0,2.0
贻笑大方,NN,3.0,2.0
果于自信,NN,3.0,2.0
矜才使气,NN,5.0,2.0
心高气傲,NN,5.0,2.0
杀妻求将,NN,9.0,2.0
东食西宿,NN,5.0,2.0
裒敛无厌,NN,7.0,2.0
贪猥无厌,NN,7.0,2.0
谩上不谩下,NN,5.0,2.0
太强了,PH,7.0,1.0
顶一下,PB,3.0,1.0
sigh,NJ,3.0,2.0
MD,NA,7.0,2.0
弓虽,PH,5.0,1.0
哇哈哈,PA,9.0,1.0
o(∩_∩)o,PA,5.0,1.0
嘻嘻,PA,3.0,0.0
真TM,NA,5.0,2.0
dingding,PH,5.0,1.0
你丫,NA,5.0,2.0
8错,PH,3.0,1.0
ZE,ND,3.0,2.0
JJWW,NE,7.0,2.0
苟且偷安,NN,5.0,2.0
厚颜无耻,NN,9.0,2.0
昏庸,NN,7.0,2.0
串通,NN,1.0,2.0
胆小如鼠,NN,3.0,2.0
恶习,ND,5.0,2.0
坑害,NN,3.0,2.0
窥伺,NN,3.0,2.0
不满,ND,3.0,2.0
滥用,NN,1.0,2.0
连篇累牍,NN,1.0,2.0
马虎,NN,3.0,2.0
肆意,NN,1.0,2.0
明争暗斗,NN,1.0,2.0
冷漠,NN,3.0,2.0
怪癖,NN,1.0,2.0
暴戾,NN,5.0,2.0
圆滑,NN,1.0,2.0
破罐破摔,NN,1.0,2.0
懈怠,NN,5.0,2.0
激进,NN,1.0,2.0
自傲,NN,5.0,2.0
穷兵黩武,NN,5.0,2.0
杀害,NN,3.0,2.0
世故,NN,5.0,2.0
随声附和,NN,3.0,2.0
螳臂当车,NN,1.0,2.0
挑三拣四,NN,5.0,2.0
玩忽职守,NN,7.0,2.0
伪造,NN,3.0,2.0
无风生浪,NN,5.0,2.0
无知,NN,7.0,2.0
归罪,NN,3.0,2.0
要挟,NN,5.0,2.0
油滑,NN,3.0,2.0
瞻前顾后,NN,3.0,2.0
漠视,NN,3.0,2.0
恶恶实实,NN,7.0,2.0
阴鸷,NN,7.0,2.0
猥陋,NN,3.0,2.0
衣冠禽兽,NN,9.0,2.0
狡兔三窟,NN,5.0,2.0
愚懦,NN,7.0,2.0
矜夸,NN,3.0,2.0
不自量,NN,5.0,2.0
目空一切,NN,7.0,2.0
傲气,NN,5.0,2.0
古板,NN,3.0,2.0
心窄,NN,7.0,2.0
乖刺,NN,5.0,2.0
言不由衷,NN,3.0,2.0
顺风转舵,NN,5.0,2.0
以邻为壑,NN,7.0,2.0
平板,NN,1.0,2.0
粗野,NN,5.0,2.0
强横,NN,5.0,2.0
逞能,NN,3.0,2.0
谨小慎微,NN,1.0,2.0
愣头愣脑,NN,3.0,2.0
愚钝,NN,7.0,2.0
低劣,NN,5.0,2.0
轻薄,NN,3.0,2.0
佻薄,NN,5.0,2.0
卑贱,NN,9.0,2.0
娇气,NN,3.0,2.0
无味,NN,1.0,2.0
粗枝大叶,NN,1.0,2.0
见异思迁,NN,7.0,2.0
讳疾忌医,NN,5.0,2.0
出格,NN,3.0,2.0
奴颜卑膝,NN,7.0,2.0
瞒哄,NN,5.0,2.0
一手遮天,NN,5.0,2.0
故弄玄虚,NN,5.0,2.0
瞎胡闹,NN,3.0,2.0
威吓,NN,5.0,2.0
夸大,NN,1.0,2.0
好逸恶劳,NN,7.0,2.0
六亲不认,NN,9.0,2.0
胆小鬼,NN,5.0,2.0
投机主义,NN,5.0,2.0
粗心大意,NN,5.0,2.0
反常,NN,1.0,2.0
开了锁的猴子－得意忘形,NN,5.0,2.0
啰唆,NN,3.0,2.0
强硬,NN,1.0,0.0
视若路人,NN,3.0,2.0
木心石腹,NN,7.0,2.0
胡里胡涂,NN,3.0,2.0
不才,NN,7.0,2.0
独断独行,NN,5.0,2.0
不由分说,NN,3.0,2.0
蹈常袭故,NN,5.0,2.0
一偏,NN,3.0,2.0
兔子尾巴长不了,NN,5.0,2.0
嗤笑,NN,5.0,2.0
讥讽,NN,1.0,2.0
损公肥私,NN,7.0,2.0
名缰利锁,NN,7.0,2.0
物欲横流,NN,7.0,2.0
猥贱,NN,9.0,2.0
跳梁小丑,NN,3.0,2.0
铁公鸡,NN,5.0,2.0
淫亵,NN,7.0,2.0
争吵,NN,5.0,2.0
负心,NN,5.0,2.0
瞒骗,NN,3.0,2.0
玩花样,NN,1.0,2.0
谄谀,NN,5.0,2.0
曲意奉承,NN,5.0,2.0
背谬,NN,3.0,2.0
不堪一击,NN,5.0,2.0
沧海一粟,NN,1.0,0.0
大谬不然,NN,9.0,2.0
不合理,NN,3.0,2.0
生拉硬拽,NN,1.0,2.0
没脸,NN,5.0,2.0
危言耸听,NN,3.0,2.0
虚有其表,NN,3.0,2.0
不怎么样,NN,3.0,2.0
言行不一,NN,1.0,2.0
不良,NN,3.0,2.0
隐晦,NE,1.0,0.0
爱小,NN,3.0,2.0
摆份儿,NN,1.0,2.0
拜金,NN,5.0,2.0
暴民,NN,3.0,2.0
逼婚,NN,3.0,2.0
变态,NN,7.0,2.0
不扬,NN,3.0,2.0
好离好散,PE,1.0,0.0
秋水伊人,PF,1.0,0.0
登高望远,PH,7.0,1.0
音容笑貌,PF,1.0,0.0
忍让,PH,1.0,0.0
畏葸,NC,1.0,0.0
无耻,ND,9.0,2.0
可疑,NL,5.0,0.0
倔强,NN,1.0,0.0
喜讯,PA,5.0,1.0
跌眼镜,PC,7.0,0.0
纳罕,PC,3.0,0.0
希奇,PC,3.0,0.0
放心,PE,7.0,1.0
处之泰然,PE,3.0,1.0
寂静,PE,1.0,0.0
精英,PH,9.0,1.0
璧还,PD,5.0,1.0
彪悍,PH,3.0,1.0
冰释,PH,3.0,1.0
并肩,PG,5.0,0.0
博洽,PH,5.0,1.0
才分,PH,5.0,1.0
才望,PH,5.0,1.0
参拜,PD,3.0,1.0
长处,PH,5.0,1.0
草野,NN,3.0,2.0
差误,NN,3.0,2.0
谗害,ND,5.0,2.0
缠扰,ND,3.0,2.0
吵扰,NN,3.0,2.0
嗔怒,NA,1.0,0.0
畅适,PA,7.0,1.0
超拔,PH,7.0,1.0
超俗,PH,7.0,1.0
沉勇,PH,5.0,1.0
称扬,PH,7.0,1.0
吃货,NN,7.0,2.0
迟误,NN,3.0,2.0
叱呵,NA,5.0,2.0
丑类,ND,5.0,2.0
敌国,ND,1.0,2.0
乘龙,PH,5.0,1.0
骋怀,PA,7.0,1.0
冲霄,PH,3.0,1.0
出尖,PH,3.0,1.0
创见,PH,5.0,1.0
舛错,NN,3.0,2.0
创造力,PH,3.0,1.0
春色,PB,1.0,0.0
纯挚,PH,5.0,1.0
闯祸,NN,5.0,2.0
蠢蠢,ND,3.0,2.0
次品,NN,3.0,2.0
撺掇,NN,7.0,2.0
篡权,NN,5.0,2.0
错处,NN,3.0,2.0
噩耗,NB,9.0,2.0
蹈袭,NN,1.0,2.0
盗印,NN,3.0,2.0
龟鹤,PD,3.0,1.0
国故,PD,1.0,1.0
国术,PD,1.0,1.0
酣梦,PA,3.0,1.0
酣醉,PA,5.0,1.0
敌探,ND,5.0,2.0
雕饰,PH,1.0,0.0
顶嘴,NN,3.0,2.0
毒打,NN,7.0,2.0
毒刑,ND,5.0,2.0
赌博,NN,1.0,0.0
短浅,NN,3.0,2.0
讹传,NN,3.0,2.0
恶臭,ND,5.0,2.0
恶俗,NN,5.0,2.0
二心,NN,7.0,2.0
发傻,NN,3.0,2.0
繁乱,NE,3.0,2.0
犯规,NN,3.0,2.0
饭囊,NN,7.0,2.0
仿冒,NN,1.0,2.0
非笑,NN,5.0,2.0
匪患,NC,5.0,2.0
分肥,NN,1.0,0.0
疯话,NN,3.0,2.0
浮华,NN,1.0,2.0
负屈,NB,5.0,2.0
干涉,NN,3.0,2.0
公敌,ND,9.0,2.0
构陷,NN,5.0,2.0
蛊惑,NN,7.0,2.0
惯偷,NN,5.0,2.0
淳风,PH,5.0,1.0
慈慧,PH,5.0,1.0
辞宗,PH,5.0,1.0
葱茂,PB,3.0,1.0
粹聚,PH,1.0,1.0
存抚,PB,1.0,0.0
答谢,PD,1.0,1.0
大道,PH,3.0,1.0
大儒,PH,7.0,1.0
黛绿,PB,1.0,0.0
淡远,PB,5.0,1.0
鬼物,ND,5.0,2.0
得劲,PA,1.0,0.0
得宜,PH,5.0,1.0
底蕴,PH,1.0,1.0
叠翠,PB,1.0,1.0
鼎新,PH,3.0,1.0
汗颜,NG,5.0,2.0
横加,NN,3.0,2.0
后患,NN,1.0,2.0
胡诌,NN,1.0,2.0
坏水,ND,3.0,2.0
谎报,NN,3.0,2.0
毁损,NN,3.0,2.0
秽语,NN,5.0,2.0
混事,NN,1.0,2.0
惑乱,NN,5.0,2.0
挤轧,NN,5.0,2.0
假球,NN,1.0,2.0
奸细,ND,5.0,2.0
搅局,NN,3.0,2.0
进谗,NN,3.0,2.0
酒鬼,NN,3.0,2.0
阔少,NN,1.0,0.0
谰言,NN,1.0,2.0
科盲,NN,1.0,2.0
空话,NN,1.0,2.0
懂门儿,PH,5.0,1.0
酷吏,ND,5.0,2.0
洞晓,PH,1.0,1.0
诳语,NN,1.0,2.0
愦乱,NN,5.0,2.0
督率,PH,1.0,1.0
端凝,PH,5.0,1.0
墩请,PD,3.0,1.0
夺金,PA,5.0,0.0
恩德,PH,3.0,1.0
发财,PA,5.0,0.0
发祥地,PH,1.0,1.0
繁密,PB,1.0,0.0
芳菲,PB,3.0,1.0
芳姿,PB,3.0,1.0
飞驰,PA,1.0,0.0
肥腴,PH,3.0,1.0
奋力,PH,5.0,1.0
丰沛,PA,1.0,0.0
丰腴,PH,3.0,1.0
风节,PH,5.0,1.0
扶疏,PH,3.0,1.0
改观,PA,3.0,1.0
