word	emotion	emotion-intensity-score
grievance	disgust	0.328
unsatisfactory	disgust	0.328
misleading	disgust	0.321
annoyance	disgust	0.320
groan	disgust	0.320
reproach	disgust	0.320
confined	disgust	0.320
disclaim	disgust	0.320
soot	disgust	0.320
unequal	disgust	0.320
rags	disgust	0.320
disapproving	disgust	0.320
mishap	disgust	0.320
disservice	disgust	0.320
humbug	disgust	0.320
depreciated	disgust	0.312
theism	disgust	0.312
disincline	disgust	0.312
burke	disgust	0.312
stomach	disgust	0.312
overpriced	disgust	0.312
criticize	disgust	0.312
sneeze	disgust	0.312
soil	disgust	0.312
inappropriate	disgust	0.312
inconsiderate	disgust	0.312
bang	disgust	0.305
disliking	disgust	0.305
unfriendly	disgust	0.305
shack	disgust	0.305
latent	disgust	0.305
disparity	disgust	0.305
unaccountable	disgust	0.305
grumpy	disgust	0.305
gall	disgust	0.305
inadmissible	disgust	0.305
coop	disgust	0.304
soreness	disgust	0.297
congress	disgust	0.297
disappointment	disgust	0.297
growling	disgust	0.297
disregarded	disgust	0.297
delay	disgust	0.297
scold	disgust	0.297
rogue	disgust	0.297
backwards	disgust	0.297
lonely	disgust	0.297
notoriety	disgust	0.289
lesbian	disgust	0.289
nettle	disgust	0.289
flop	disgust	0.289
infamous	disgust	0.289
janitor	disgust	0.289
catechism	disgust	0.289
gaby	disgust	0.281
prohibited	disgust	0.281
aftermath	disgust	0.281
saturated	disgust	0.281
desist	disgust	0.281
wince	disgust	0.281
unfair	disgust	0.281
remiss	disgust	0.281
uneasy	disgust	0.273
discolored	disgust	0.273
huff	disgust	0.273
tribunal	disgust	0.273
wrangling	disgust	0.273
bureaucrat	disgust	0.266
unsatisfied	disgust	0.266
inefficiency	disgust	0.266
crawl	disgust	0.266
weird	disgust	0.266
politic	disgust	0.266
impolite	disgust	0.266
coldness	disgust	0.266
swig	disgust	0.266
frantic	disgust	0.266
octopus	disgust	0.258
incase	disgust	0.258
copycat	disgust	0.258
chagrin	disgust	0.258
gruff	disgust	0.258
sarcasm	disgust	0.258
barrow	disgust	0.258
instinctive	disgust	0.258
rascal	disgust	0.258
shanghai	disgust	0.250
john	disgust	0.250
misconception	disgust	0.250
disinclined	disgust	0.250
lose	disgust	0.250
cupping	disgust	0.250
hulk	disgust	0.250
baboon	disgust	0.250
rook	disgust	0.242
gratuitous	disgust	0.242
opponent	disgust	0.242
tariff	disgust	0.242
entangled	disgust	0.242
scrub	disgust	0.242
misstatement	disgust	0.234
prolong	disgust	0.234
questionable	disgust	0.234
unlucky	disgust	0.234
lagging	disgust	0.234
backwardness	disgust	0.234
reluctance	disgust	0.234
resign	disgust	0.234
ineffectual	disgust	0.227
reversal	disgust	0.227
fussy	disgust	0.227
default	disgust	0.227
subsidy	disgust	0.227
unpopular	disgust	0.227
disqualified	disgust	0.227
weight	disgust	0.219
dame	disgust	0.219
intense	disgust	0.219
petroleum	disgust	0.219
evade	disgust	0.219
frowning	disgust	0.219
unhappy	disgust	0.211
actionable	disgust	0.211
tawny	disgust	0.211
donkey	disgust	0.211
gnome	disgust	0.203
indifference	disgust	0.203
desert	disgust	0.203
rave	disgust	0.203
inconvenient	disgust	0.203
speck	disgust	0.203
awkwardness	disgust	0.203
birch	disgust	0.203
dandy	disgust	0.203
hood	disgust	0.203
owing	disgust	0.203
fleece	disgust	0.195
monochrome	disgust	0.195
morals	disgust	0.195
airs	disgust	0.195
misguided	disgust	0.195
howl	disgust	0.195
gelatin	disgust	0.195
dabbling	disgust	0.195
celebrity	disgust	0.188
avoid	disgust	0.188
gent	disgust	0.188
lush	disgust	0.188
stalemate	disgust	0.188
lesser	disgust	0.188
possession	disgust	0.180
claimant	disgust	0.180
sunk	disgust	0.180
laughable	disgust	0.180
nose	disgust	0.180
larger	disgust	0.164
thrift	disgust	0.164
hoot	disgust	0.164
mouthful	disgust	0.164
undoubted	disgust	0.164
pregnancy	disgust	0.164
parrot	disgust	0.156
misplace	disgust	0.156
clamor	disgust	0.156
sentence	disgust	0.156
obliging	disgust	0.156
nameless	disgust	0.148
bummer	disgust	0.148
elf	disgust	0.141
excellence	disgust	0.141
feeling	disgust	0.141
turn	disgust	0.133
gray	disgust	0.133
asymmetry	disgust	0.133
clumsy	disgust	0.133
stall	disgust	0.133
bran	disgust	0.125
lord	disgust	0.125
finally	disgust	0.125
nurture	disgust	0.117
boy	disgust	0.117
savor	disgust	0.117
cove	disgust	0.117
winning	disgust	0.109
lemon	disgust	0.109
powerful	disgust	0.102
glitter	disgust	0.094
interior	disgust	0.086
mind	disgust	0.086
interested	disgust	0.078
abundance	disgust	0.078
treat	disgust	0.078
kite	disgust	0.055
honest	disgust	0.055
humble	disgust	0.047
tree	disgust	0.039
torture	fear	0.984
terrorist	fear	0.972
terrorism	fear	0.969
terrorists	fear	0.969
horrific	fear	0.969
suicidebombing	fear	0.967
kill	fear	0.962
homicidal	fear	0.959
catastrophe	fear	0.953
murderer	fear	0.953
annihilate	fear	0.953
terror	fear	0.953
dying	fear	0.948
war	fear	0.942
bombing	fear	0.938
bomb	fear	0.935
missiles	fear	0.934
horror	fear	0.923
horrified	fear	0.922
brutality	fear	0.922
bloodthirsty	fear	0.922
terrorize	fear	0.922
murderous	fear	0.920
massacre	fear	0.911
terrifying	fear	0.906
murder	fear	0.906
fatality	fear	0.906
horrifying	fear	0.906
mutilation	fear	0.906
horrors	fear	0.906
killing	fear	0.906
devastation	fear	0.906
assassinate	fear	0.906
holocaust	fear	0.906
demon	fear	0.906
terrified	fear	0.906
suicidal	fear	0.898
assault	fear	0.891
crucifixion	fear	0.891
slaughter	fear	0.891
kidnap	fear	0.891
doomed	fear	0.888
poisoned	fear	0.886
suicide	fear	0.879
explosion	fear	0.879
deadly	fear	0.875
disaster	fear	0.875
annihilation	fear	0.875
dismemberment	fear	0.875
threatening	fear	0.875
suffocation	fear	0.875
assassin	fear	0.875
disastrous	fear	0.875
savagery	fear	0.875
slaughtering	fear	0.875
rape	fear	0.870
hell	fear	0.860
explosive	fear	0.859
paralyzed	fear	0.859
attacking	fear	0.859
executioner	fear	0.859
tragedy	fear	0.859
slaughterhouse	fear	0.859
warfare	fear	0.859
anthrax	fear	0.859
molestation	fear	0.859
guillotine	fear	0.859
annihilated	fear	0.859
homicide	fear	0.859
bloodshed	fear	0.859
ihatespiders	fear	0.859
peril	fear	0.859
barbaric	fear	0.859
demonic	fear	0.859
dread	fear	0.859
suffocating	fear	0.858
treachery	fear	0.856
fright	fear	0.853
panicked	fear	0.844
slayer	fear	0.844
morgue	fear	0.844
apocalypse	fear	0.844
monster	fear	0.844
afraid	fear	0.844
abomination	fear	0.844
drown	fear	0.844
painful	fear	0.844
scare	fear	0.844
petrified	fear	0.844
frightened	fear	0.844
execution	fear	0.844
traumatic	fear	0.844
frightening	fear	0.844
vengeance	fear	0.844
bombardment	fear	0.844
destroying	fear	0.844
scariest	fear	0.844
death	fear	0.843
chaos	fear	0.839
ghastly	fear	0.836
evil	fear	0.833
assassination	fear	0.828
violently	fear	0.828
fatal	fear	0.828
grenade	fear	0.828
frighten	fear	0.828
devil	fear	0.828
hellish	fear	0.828
cancer	fear	0.828
nightmare	fear	0.828
intruder	fear	0.828
doom	fear	0.828
gunmen	fear	0.828
explode	fear	0.828
trauma	fear	0.828
fear	fear	0.828
doomsday	fear	0.828
kidnapped	fear	0.828
brutal	fear	0.828
paralyze	fear	0.828
manslaughter	fear	0.828
eradication	fear	0.828
morbidity	fear	0.820
crippling	fear	0.817
savage	fear	0.814
poisonous	fear	0.812
violence	fear	0.812
destructive	fear	0.812
aggressor	fear	0.812
heartattack	fear	0.812
shooting	fear	0.812
quake	fear	0.812
damnation	fear	0.812
suffering	fear	0.812
crushed	fear	0.812
frightful	fear	0.812
violent	fear	0.812
earthquake	fear	0.812
hurricane	fear	0.811
imprisoned	fear	0.811
exterminate	fear	0.810
fearing	fear	0.808
hemorrhage	fear	0.807
lethal	fear	0.806
torment	fear	0.806
venom	fear	0.804
claustrophobia	fear	0.803
danger	fear	0.802
snakes	fear	0.802
robbery	fear	0.800
obliterated	fear	0.800
exorcism	fear	0.800
terrifies	fear	0.798
monstrosity	fear	0.797
mortality	fear	0.797
persecution	fear	0.797
bombers	fear	0.797
extermination	fear	0.797
destruction	fear	0.797
poison	fear	0.797
cruelty	fear	0.797
cyanide	fear	0.797
attack	fear	0.797
harmful	fear	0.797
hysteria	fear	0.797
biggestfear	fear	0.797
anxietyattack	fear	0.797
incurable	fear	0.797
dreadfully	fear	0.796
arson	fear	0.794
devastate	fear	0.792
tyrant	fear	0.788
warcrimes	fear	0.785
perish	fear	0.784
feared	fear	0.782
freakingout	fear	0.781
warlike	fear	0.781
lifeless	fear	0.781
enslaved	fear	0.781
screaming	fear	0.781
maniac	fear	0.781
venomous	fear	0.781
bloody	fear	0.781
rampage	fear	0.781
epidemic	fear	0.776
snake	fear	0.776
panicattack	fear	0.774
dangerously	fear	0.766
violation	fear	0.766
riot	fear	0.766
ohshit	fear	0.766
shipwreck	fear	0.766
tumor	fear	0.766
fearful	fear	0.766
hazardous	fear	0.766
obliterate	fear	0.766
reprisal	fear	0.766
crisis	fear	0.766
criminal	fear	0.766
detonate	fear	0.766
inferno	fear	0.766
invader	fear	0.766
invade	fear	0.766
jihad	fear	0.766
die	fear	0.766
leprosy	fear	0.766
scary	fear	0.766
claustrophobic	fear	0.765
hyperventilating	fear	0.762
nightmares	fear	0.759
destroyed	fear	0.754
ghostly	fear	0.754
tyranny	fear	0.750
treacherous	fear	0.750
obliteration	fear	0.750
hurricanes	fear	0.750
dangerous	fear	0.750
panic	fear	0.750
anarchist	fear	0.750
projectiles	fear	0.750
dreadful	fear	0.750
tragedies	fear	0.750
anarchy	fear	0.750
cholera	fear	0.750
destroyer	fear	0.750
riotous	fear	0.750
ptsd	fear	0.750
mortuary	fear	0.750
strangle	fear	0.750
imprisonment	fear	0.750
fears	fear	0.750
anaconda	fear	0.750
slavery	fear	0.750
hazard	fear	0.750
accident	fear	0.750
agony	fear	0.750
wrenching	fear	0.750
malignancy	fear	0.742
cannibal	fear	0.740
bombard	fear	0.740
abominable	fear	0.738
beast	fear	0.734
diseased	fear	0.734
mafia	fear	0.734
gun	fear	0.734
malignant	fear	0.734
melee	fear	0.734
bomber	fear	0.734
gore	fear	0.734
missile	fear	0.734
crash	fear	0.734
dictatorship	fear	0.734
mutiny	fear	0.734
hostage	fear	0.734
paralysis	fear	0.734
victimized	fear	0.734
threaten	fear	0.734
horrible	fear	0.734
scared	fear	0.734
shoot	fear	0.734
shot	fear	0.734
cursed	fear	0.734
misery	fear	0.734
hyperventilate	fear	0.734
depraved	fear	0.734
tyrannical	fear	0.734
tornado	fear	0.734
devilish	fear	0.734
turmoil	fear	0.733
combat	fear	0.728
alligator	fear	0.727
ruin	fear	0.725
shooter	fear	0.722
contagious	fear	0.720
scream	fear	0.719
devastating	fear	0.719
crime	fear	0.719
excruciating	fear	0.719
emergency	fear	0.719
seizure	fear	0.719
shock	fear	0.719
phobia	fear	0.719
mortification	fear	0.719
starvation	fear	0.719
fight	fear	0.719
injured	fear	0.719
casualty	fear	0.719
desperation	fear	0.719
miscarriage	fear	0.719
harm	fear	0.719
havoc	fear	0.719
struggle	fear	0.719
lynch	fear	0.719
frantically	fear	0.717
carnage	fear	0.717
infestation	fear	0.716
standoff	fear	0.716
soscary	fear	0.712
panicking	fear	0.708
rupture	fear	0.706
horrid	fear	0.705
frantic	fear	0.705
plague	fear	0.703
collapse	fear	0.703
deranged	fear	0.703
dreaded	fear	0.703
neurotic	fear	0.703
grisly	fear	0.703
gash	fear	0.703
arsenic	fear	0.703
sos	fear	0.703
burial	fear	0.703
sabotage	fear	0.703
malevolent	fear	0.703
infectious	fear	0.703
agonizing	fear	0.703
witchcraft	fear	0.703
harrowing	fear	0.703
assailant	fear	0.703
wrecked	fear	0.703
hysterical	fear	0.703
terminal	fear	0.703
schizophrenia	fear	0.703
diabolical	fear	0.703
fugitive	fear	0.703
freaked	fear	0.703
cobra	fear	0.703
aggressive	fear	0.703
vendetta	fear	0.703
carcinoma	fear	0.703
psychosis	fear	0.703
upheaval	fear	0.703
hatred	fear	0.703
prey	fear	0.703
cripple	fear	0.703
armed	fear	0.703
avalanche	fear	0.703
anguish	fear	0.703
forcibly	fear	0.700
crocodile	fear	0.700
abduction	fear	0.700
offender	fear	0.698
mayhem	fear	0.690
socialanxiety	fear	0.688
gory	fear	0.688
banish	fear	0.688
beastly	fear	0.688
hostile	fear	0.688
radiation	fear	0.688
oppression	fear	0.688
agoraphobia	fear	0.688
hurt	fear	0.688
contagion	fear	0.688
disease	fear	0.688
shrapnel	fear	0.688
anarchism	fear	0.688
trepidation	fear	0.688
ambush	fear	0.688
blast	fear	0.688
endanger	fear	0.688
alarm	fear	0.688
wounding	fear	0.688
paranoid	fear	0.688
cyclone	fear	0.688
guerilla	fear	0.688
rabid	fear	0.688
hopeless	fear	0.688
leukemia	fear	0.688
brawl	fear	0.688
cadaver	fear	0.688
gallows	fear	0.686
coffin	fear	0.684
madness	fear	0.675
spook	fear	0.673
grim	fear	0.672
carcass	fear	0.672
ghost	fear	0.672
dungeon	fear	0.672
menace	fear	0.672
injury	fear	0.672
menacing	fear	0.672
militants	fear	0.672
felon	fear	0.672
crushing	fear	0.672
soscared	fear	0.672
viper	fear	0.672
perishing	fear	0.672
frankenstorm	fear	0.672
militia	fear	0.672
outbreak	fear	0.672
nervouswreck	fear	0.672
vermin	fear	0.672
revolver	fear	0.672
freakedout	fear	0.672
awful	fear	0.672
victim	fear	0.672
combatant	fear	0.672
sinister	fear	0.672
abhorrent	fear	0.672
thug	fear	0.672
atrocity	fear	0.672
persecute	fear	0.672
abuse	fear	0.672
stab	fear	0.672
mangle	fear	0.672
hurting	fear	0.672
tarantula	fear	0.672
gang	fear	0.672
shatter	fear	0.672
fangs	fear	0.672
fury	fear	0.672
scarier	fear	0.672
eruption	fear	0.672
trembling	fear	0.672
battered	fear	0.667
ferocious	fear	0.667
desolation	fear	0.667
cutthroat	fear	0.664
pandemic	fear	0.664
volcano	fear	0.663
scares	fear	0.660
cruelly	fear	0.658
smash	fear	0.656
traitor	fear	0.656
punishment	fear	0.656
ruthless	fear	0.656
alarming	fear	0.656
oppressive	fear	0.656
spider	fear	0.656
dictator	fear	0.656
revenge	fear	0.656
stroke	fear	0.656
typhoon	fear	0.656
endangered	fear	0.656
purgatory	fear	0.656
bully	fear	0.656
armament	fear	0.656
crazed	fear	0.656
lunatic	fear	0.656
distress	fear	0.656
malicious	fear	0.656
emetophobia	fear	0.656
coma	fear	0.656
battlefield	fear	0.656
nefarious	fear	0.656
fearfully	fear	0.656
insane	fear	0.656
selfharm	fear	0.656
blizzard	fear	0.656
tumult	fear	0.656
cruel	fear	0.656
radioactive	fear	0.656
debauchery	fear	0.656
despotic	fear	0.656
neurosis	fear	0.656
xenophobia	fear	0.656
shitless	fear	0.656
encroachment	fear	0.656
treason	fear	0.656
projectile	fear	0.654
flog	fear	0.653
bang	fear	0.652
ransom	fear	0.644
criminality	fear	0.642
intimidate	fear	0.641
injurious	fear	0.641
duress	fear	0.641
hanging	fear	0.641
wildfire	fear	0.641
aghast	fear	0.641
retaliation	fear	0.641
hideous	fear	0.641
dreading	fear	0.641
perilous	fear	0.641
dementia	fear	0.641
raging	fear	0.641
vehement	fear	0.641
perturbation	fear	0.641
dastardly	fear	0.641
scoundrel	fear	0.641
targeted	fear	0.641
warlock	fear	0.641
tumour	fear	0.641
wreck	fear	0.641
demise	fear	0.641
rattlesnake	fear	0.641
deteriorate	fear	0.641
antichrist	fear	0.641
abortion	fear	0.641
isolated	fear	0.641
quivering	fear	0.641
punished	fear	0.641
conflict	fear	0.641
demented	fear	0.641
raptors	fear	0.641
haunt	fear	0.641
cantbreathe	fear	0.641
banshee	fear	0.641
despair	fear	0.641
bestial	fear	0.639
serpent	fear	0.638
condemnation	fear	0.637
armaments	fear	0.636
fire	fear	0.636
corrosive	fear	0.636
exclusion	fear	0.636
nervousness	fear	0.627
daemon	fear	0.625
incarceration	fear	0.625
smuggler	fear	0.625
lunacy	fear	0.625
stunned	fear	0.625
infection	fear	0.625
virulence	fear	0.625
ruinous	fear	0.625
sickening	fear	0.625
sarcoma	fear	0.625
artillery	fear	0.625
madman	fear	0.625
prison	fear	0.625
combative	fear	0.625
mercenary	fear	0.625
irreparable	fear	0.625
spiders	fear	0.625
incendiary	fear	0.625
vampire	fear	0.625
landslide	fear	0.625
pestilence	fear	0.625
repression	fear	0.625
turbulent	fear	0.625
enemy	fear	0.625
malice	fear	0.625
wracking	fear	0.625
inhuman	fear	0.625
seize	fear	0.625
thundering	fear	0.625
hurtful	fear	0.625
revolting	fear	0.625
meltdown	fear	0.625
vengeful	fear	0.625
pneumonia	fear	0.625
disfigured	fear	0.625
injure	fear	0.625
wicked	fear	0.625
manic	fear	0.625
ill	fear	0.621
barbarian	fear	0.620
battled	fear	0.615
plummet	fear	0.613
blackmail	fear	0.612
contaminated	fear	0.610
hangman	fear	0.610
darkened	fear	0.610
malaria	fear	0.609
ogre	fear	0.609
interrogation	fear	0.609
homeless	fear	0.609
bleeding	fear	0.609
abandonment	fear	0.609
infanticide	fear	0.609
alienation	fear	0.609
aggression	fear	0.609
injection	fear	0.609
rob	fear	0.609
wrath	fear	0.609
sufferer	fear	0.609
scourge	fear	0.609
oppressor	fear	0.609
deplorable	fear	0.609
insurmountable	fear	0.609
beating	fear	0.609
injuring	fear	0.609
prosecute	fear	0.609
conflagration	fear	0.609
dagger	fear	0.609
oblivion	fear	0.609
despotism	fear	0.609
illness	fear	0.609
merciless	fear	0.609
disintegrate	fear	0.609
butcher	fear	0.609
shackle	fear	0.609
threat	fear	0.604
raid	fear	0.600
nerves	fear	0.600
firearms	fear	0.600
eviction	fear	0.596
villain	fear	0.595
torrent	fear	0.594
tribulation	fear	0.594
masochism	fear	0.594
casket	fear	0.594
deceit	fear	0.594
infidel	fear	0.594
possessed	fear	0.594
accursed	fear	0.594
belligerent	fear	0.594
omen	fear	0.594
haze	fear	0.594
burglar	fear	0.594
flee	fear	0.594
rot	fear	0.594
euthanasia	fear	0.594
ominous	fear	0.594
sickness	fear	0.594
convict	fear	0.594
lightning	fear	0.594
villainous	fear	0.594
restrained	fear	0.594
fraught	fear	0.594
dragon	fear	0.594
paranoia	fear	0.594
hypertrophy	fear	0.594
shelling	fear	0.594
cardiomyopathy	fear	0.594
pain	fear	0.594
goblin	fear	0.594
pounding	fear	0.594
terrible	fear	0.594
tremor	fear	0.594
foe	fear	0.594
anxiety	fear	0.594
sepsis	fear	0.594
wounded	fear	0.592
elimination	fear	0.588
lava	fear	0.588
spank	fear	0.587
hostilities	fear	0.586
dismal	fear	0.584
blockade	fear	0.582
punch	fear	0.580
cringe	fear	0.578
evacuate	fear	0.578
hateful	fear	0.578
coward	fear	0.578
confined	fear	0.578
clashing	fear	0.578
tumultuous	fear	0.578
worry	fear	0.578
infliction	fear	0.578
quarantine	fear	0.578
dire	fear	0.578
loss	fear	0.578
parasite	fear	0.578
apprehensive	fear	0.578
shudder	fear	0.578
eatingdisorders	fear	0.578
grizzly	fear	0.578
haunted	fear	0.578
sostressed	fear	0.578
desecration	fear	0.578
demoralized	fear	0.578
angina	fear	0.578
abyss	fear	0.578
deprivation	fear	0.578
forbidding	fear	0.578
surgery	fear	0.578
bacteria	fear	0.578
volatility	fear	0.578
jail	fear	0.578
failure	fear	0.578
stealing	fear	0.578
pained	fear	0.578
shady	fear	0.578
jeopardy	fear	0.578
curse	fear	0.578
assail	fear	0.578
dispossessed	fear	0.578
mob	fear	0.577
perdition	fear	0.577
comatose	fear	0.575
unholy	fear	0.575
toxin	fear	0.575
pillage	fear	0.574
incest	fear	0.571
wound	fear	0.571
forced	fear	0.569
cowardice	fear	0.567
crypt	fear	0.566
domination	fear	0.566
witch	fear	0.565
smuggle	fear	0.565
powerless	fear	0.562
incrimination	fear	0.562
afflict	fear	0.562
masks	fear	0.562
prisoner	fear	0.562
duel	fear	0.562
evasion	fear	0.562
grave	fear	0.562
eeek	fear	0.562
confine	fear	0.562
martyrdom	fear	0.562
lawsuit	fear	0.562
risky	fear	0.562
overpowering	fear	0.562
thrash	fear	0.562
freak	fear	0.562
sacrifices	fear	0.562
martyr	fear	0.562
mange	fear	0.562
appalling	fear	0.562
incubus	fear	0.562
